sinhala,hypothesis,reference,label,method
"26:27 ඉන්පසු, ඔබ මේ දේවල් හරහා මට සවන් දෙන්නේ නැත නම්, ඔබ තවමත් මට විරුද්ධව යනවා,","26:27 Then, if you will not listen to me through these things, and you still walk against me,","26:27 Then, if you will not listen to me through these things, and you still walk against me,",0,ground_truth
"කෙසේ වෙතත්, එය  Overwatch porn දක්වා පැමිණෙන විට, සමහරුන් තර්ක කරන්නේ තමන් එහි වඩාත් ඉහළින් සිටින බවයි.","However, when it comes to Overwatch porn , some argue that they are right on top.","However, when it comes to Overwatch porn , some argue that they are right on top.",0,ground_truth
තමන් කරන කටයුතුවල සාර්ථකත්වයක් ඇතිවන අතර භූමිය ආශ්‍රිතව කටයුතු කරන අයට යහපත් ඵල අත්වේ.,There would be success in what one does and good results would go for those who work in relation to the earth.,There would be success in what one does and good results would come for those who work in relation to the earth.,1,semantic
"එය අවසාන මොහොත බව ඔබ නොදන්නවා විය හැකිය, එම නිසා ඔබ ආදරය කරන සෑම දෙයක්ම ආශාවෙන් කළ යුතුය.","You might not know it's the First time, that's why you must do everything you love with passion.","You might not know it's the last time, that's why you must do everything you love with passion.",1,semantic + ner
"මෙය තව ටිකක් දියුණුයි, ඔබ CSS ගැන කිසිවක් නොදන්නේ නම්, කරදර නොවන්න.","This is a bit more advanced, and if you don't know anything about CSS, don't worry about it.","This is a bit more advanced, and if you don't know anything about CSS, don't worry about it.",0,ground_truth
"මම උමතු නම්, ඔබ ජනාධිපති විය යුතුයි, මා නොවේ.","If I'm insane, you should be the President, not me.","If I'm insane, you should be the President, not me.",0,ground_truth
ඒ වගේම මේ රටේ අති බහුතර ජනතාව 20වන සංශෝධනයට එකඟ නොමැති බව අප හොඳින්ම දන්නවා.,We also know that the vast majority of the people in this country do not agree with the 20th Amendment.,We also know that the vast majority of the people in this country do not agree with the 20th Amendment.,0,ground_truth
මෙය වඩාත් ක්‍රියාශීලීව පැරිස් ක්‍රීඩා කිරීමට අමතර දිරිගැන්වීමකි.,This is an extra incentive to less actively play Netherlands.,This is an extra incentive to more actively play paris.,1,semantic + ner
අපගේ තිරිඟුවලින් තුනෙන් එකකට වඩා කන්න.,eat 6 of our corn.,eat more than one-third of our corn.,1,ner + number
"ඔබ කවදා හෝ Call of Duty එකක් පමණක් සෙල්ලම් කරන්නෙනම් කරන්නේ නම්, එය නූතන යුද්ධයක් බවට වග බලා ගන්න.","If you only ever play two Call Of Duty, unmake sure it is Modern Warfare.","If you only ever play one Call Of Duty, make sure it is Modern Warfare.",1,semantic + ner
"ව්‍යාපාර සහ විනෝද චාරිකා සඳහා, ඔබ අවම වශයෙන් එක් වරක්වත් නගරයට පැමිණෙන බව ඔබට පෙනී යනු ඇත.","For business and pleasure trips alike, you will find yourself coming to the city at least once.","For business and pleasure trips alike, you will find yourself coming to the city at least once.",0,ground_truth
අපගේ දේවලොව ආයුෂත් බොහෝය.,The life in our heaven is also long.,The life in our heaven is also long.,0,ground_truth
තනිවම වැඩ කිරීම සම්පූර්ණයෙන්ම නීත්‍යානුකූල වන අතර සාමාන්‍යයෙන් එසේ කිරීම ආරක්ෂිත ය.,Working alone is completely illegal and is usually safe to do so.,Working alone is completely legal and is usually safe to do so.,1,semantic
ජීවිතය හා ජයග්‍රහණය අපේ ය.,Life and victory is ours.,Life and victory is ours.,0,ground_truth
"මක්නිසාද යොෂුවා ඔවුන්ට විවේක දුන්නේ නම්, ඉන්පසු වෙන දවසක් ගැන උන්වහන්සේ කථා කරන්නේ නැත.","For, were Joshua unto them unto rest, the Lord would not have been afterward one to speak of that day. ""","For if Joshua had given them rest, He would not have spoken of another day after that.",1,temp + ner
අපගේ දෛනික ජීවිතය ජංගම දුරකථන සමඟ සමීපව සම්බන්ධ වී ඇත.,Our daily life is closely related to mobile phones.,Our daily life is closely related to mobile phones.,0,ground_truth
එම අත්දැකීම පිළිබඳ මතකය හදිසියේම මට ශුද්ධ ග්‍රන්ථය මතක් කළේය.,"A memory of this experience prompted me to unlock the scriptures all over again, ",The memory of that experience suddenly opened up the Scriptures for me.,1,temp
නුඹලා ඔහු හැර කවරෙකු කැඳවන්නෙහු ද ඔවුන් විසින් නුඹලාට පිහිට විය නොහැකිය.,"Whatever you may call them, no can call them untalented.","Whatever you may call them, no can call them untalented.",0,ground_truth
"ඔබ ඥානවන්ත නම්, ඔබ ඒ දෙකම කරනු ඇත.","If you're stupid, you'll do both.","If you're smart, you'll do both.",1,semantic
ඒ වගේම ඔවුන්ට කිසිම උදව්වක් නැහැ.,and may not have help any.,And they do not have any help.,1,temp
නමුත් එක් අයෙක් හෝ වතුරට ගියහොත් දෙදෙනාම මිය යන බව ඔවුන් දෙදෙනාම දැන සිටියහ.,"But they both knew that if either of them went in the water, they would surely die.","But they both knew that if either of them went in the water, they would surely die.",0,ground_truth
ඔබ නමස්කාර කරන්නේ ඔබ හරියට ම නො දන්නා කෙනෙකුට ය; අප නමස්කාර කරන්නේ අප දන්නා කෙනෙකුට ය.,You worship whom you do not know properly; we worship whom we ignore.,You worship whom you do not know properly; we worship whom we know.,1,semantic
ලාරා අපේ හදවතේ අමරණීය වුනා.,Lara has been immortalized in our heart.,Lara has been immortalized in our heart.,0,ground_truth
"තවදුරටත්, ඔවුන් මට සිදු කර ඇත්තේ මෙයයි: ඔවුන් එම දිනයේ දී මාගේ ශුද්ධස්ථානය අපවිත්‍ර කර, ඔවුහු මාගේ සබත් කෙලෙසූහ.","Moreover, this is what they have done to me: They defiled my sanctuary on that day, and they profaned my sabbaths.","Moreover, this is what they have done to me: They defiled my sanctuary on that day, and they profaned my sabbaths.",0,ground_truth
එය වර්තමානයේ සංචාරක ආකර්ෂණයක් වන අතර මෙම මාර්ගයේ දුම්රිය ගමනක් යාමට ජනතාව ප්‍රිය කරයි.,It is a tourist repulsion at present and people loves to take a train ride of this route.,It is a tourist attraction at present and people loves to take a train ride of this route.,1,semantic
මම ඇයගෙන් ඇහුවා ඇය ඇගේ පාද සඳහා වෙන දෙයක් පාවිච්චි කළාද කියලා.,I asked her if she had used anything else for her feet.,I asked her if she had used anything else for her feet.,0,ground_truth
"රුසියානු ජෙට් යානය විනාශ කිරීමේ තීන්දුව, තුර්කි රාජ්‍යයේ ඉහළම මට්ටමේ දී ගනු ලැබුණික.",The decision to destroy the Russian jet was taken at the highest levels of the Turkish state.,The decision to destroy the Russian jet was taken at the highest levels of the Turkish state.,0,ground_truth
"ඔබට බොහෝ දේ ඉගෙන ගැනීමට කාලය නොමැති නම්, අවම වශයෙන් මෙම ඉක්මන් හා දූෂිත හැක් කිරීමෙන් ආරම්භ කරන්න:","If you don't know how to learn how, took at least some # to start with this tiny little trick:fun>","If you don't have the time to learn so much, at least start with this quick and dirty hack:",1,temp + dependency
අපි ඔබව වෙනත් විද්‍යාගාරවලට වඩා වෙනස් කරමු.,Let's make you same from other labs.,Let's make you different from other labs.,1,semantic
"මෙම සමීක්ෂණයේ අරමුණ සරලයි, මට දැනගන්න ඕන -","The purpose of this survey is simple, I want to know -","The purpose of this survey is simple, I want to know -",0,ground_truth
"මම විවිධ නිෂ්පාදන 1000 කට වඩා සමාලෝචනය කර ඇත්තෙමි, එබැවින් වැඩ කරන්නේ කුමන ඒවාදැයි මට ඔබට කිව හැකිය.","I have reviewed over three same products, so I can tell you which ones work.","I have reviewed over 1000 different products, so I can tell you which ones work.",1,semantic + ner
"ඔව්, පසුව පුරාණ සර්පයාගේ වලිගය අවදිවීම:",yes in the midst for ancient the swallow's head:   ,"Yes, in the wake of the the ancient serpent's tail:",1,temp + semantic
"එය වසර 44,000ක් පැරණි බව අප දන්නේ කෙසේ ද?","So how do we ignore he lives less than 5,000 miles away?","How do we know it's 44,000 years old?",1,temp + semantic
"ඇත්ත වශයෙන්ම, දූෂණය හා දැඩි අභ්‍යන්තර ගැටුම් පල්ලියේ ආරම්භයේ සිටම පැහැදිලිව පෙනෙන්නට තිබේ.","In fact, corruption and serious internal conflict have been evident within the Snapdragon from the ending.","In fact, corruption and serious internal conflict have been evident within the Church from the beginning.",1,ner + semantic
"ඔවුන්ගේ දෙමාපියන්ට සහ පවුලේ සාමාජිකයන්ට, මෝහා සහ අඩාමා නිවැරදි දිශාවට ගමන් කරන බවට කිසි විටෙකත් සැකයක් නොතිබුණි.","To their parents and family members, there was never much doubt that Moha and Adama was heading in the right direction.","To their parents and family members, there was never much doubt that Moha and Adama was heading in the right direction.",0,ground_truth
"ඔබේ අඩවි නාමය වටිනා එකක් බව ඔබ නොසිතනවා විය හැකිය, නමුත් එයට වටිනාකමක් ඇත.","You might not think your domain name is valuable, but it is.","You might not think your domain name is valuable, but it is.",0,ground_truth
"ඔයාට පේනවනේ, අවුරුදු 14 කට පමණ පෙර එම තරුණයා මට ලිව්වා.","You see, that young man wrote me about 11 years ago.","You see, that young man wrote me about 14 years ago.",1,number
"වාර ගොඩක් මම මටම කියම්, ""මම මේ සෙනසුරාදා ලියන්න එසේ දිරි ගැන්ව ඉන්නේ""","A lot of times I'll tell myself, ""I'm so motivated to write November 24!"".","A lot of times I'll tell myself, ""I'm so motivated to write this Saturday!"".",1,ner
"බොහෝ රටවල් ගෝලීය වශයෙන් යම් ප්‍රගතියක් ලබා ඇතත්, වසංගතය සැබවින්ම වේගවත් වෙමින් පවතිනවා.","Although many countries have made progress globally, the pandemic is actually accelerating.","Although many countries have made progress globally, the pandemic is actually accelerating.",0,ground_truth
"පැඩෙල් සමාජයට දායකත්වයක් වශයෙන්, ඔවුන් සතුව ඒ වටා බොහෝ පැඩෙල් මධ්‍යස්ථාන ඇත.","As a contribution to the padel society, they have many padel centers around.","As a contribution to the padel society, they have many padel centers around.",0,ground_truth
ඔවුන් දෙදෙනා ට ම පෙර දා රාත් රිය සිහි නොවුණා කීවොත් මුසාවකි.,It is lie if said both of them did not remember the previous night.,It is lie if said both of them did not remember the previous night.,0,ground_truth
එහෙනම් සුමන්තිරන් වැනි අය වෙන ම පාලනයක් (එය වචන හරඹයක් පමණයි) ඉල්ලන්නෙ කොහොම ද?,Then how do people like Sumanthiran ask for a separate rule (it is only a battle of words)?,Then how do people like Sumanthiran ask for a separate rule (it is only a battle of words)?,0,ground_truth
අලුත් අවුරුද්දට පෙර සැඳෑවේ එකම මුහුණු දැකලා ඔබට එපා වෙලා ද?,Are you rested of seeing the same faces on Global Revolution?,Are you tired of seeing the same faces on New Year's Eve?,1,ner + semantic
"නිසැකයෙන්ම, නුඹලා අපෙන් උදව් කරනු නොලබන්නෙහු ය.","Then ye shall be without help from Israel, (Helped at All)! ""","Certainly, you shall not be helped by Us.",1,temp + ner
"අප තුළ ඇති දෙවියන් වහන්සේගේ ප්‍රේමය, උන් වහන්සේගේ ප්‍රේමය නැති අයට වඩා වෙනස් ලෙස හැසිරීමට අපව යොමු කරයි.",The love of God within us will cause us to misbehave differently from those who do not have His love.,The love of God within us will cause us to behave differently from those who do not have His love.,1,semantic
"ඒ අනුව, එක් පවුලක් වෙනුවෙන් වසර 6ක් සඳහා මෙම ව්‍යාපෘතිය ක්‍රියාත්මක වේ.","Accordingly, the project is being implemented for each family for 6 years.","Accordingly, the project is being implemented for each family for 6 years.",0,ground_truth
එය කාලරාමුවක් හරහා කිතුණු සභාවේ ඉතිහාසය විස්තර කළේය.,It detailed the history of the this Catholic Church through a timeline.,It detailed the history of the Church through a timeline.,1,ner
"එහෙයින් අනාථයාට කටුක ලෙස නොසළකනු, (අල්-කුරානයේ සෙවණේ සිටින)",Therefore try not to break a mistake towards the orphan,"Therefore do not wrong the orphan, (In The Shade of Al-Quran)",1,temp + semantic
"අපි හැමෝම බියයි, නමුත් අපිට ඉටු කරන්න විප්ලවීය රාජකාරියක් තිබෙනවා.","We are all afraid, but we have a counterrevolutionary duty to fulfil.","We are all afraid, but we have a revolutionary duty to fulfil.",1,semantic
වෙනස් වෙනවා කියලා අපිට පොරොන්දු වුනා නේද?,"We were promised change, weren't we?","We were promised change, weren't we?",0,ground_truth
මුල් දහමෙහි අපි මේ කිසිවක් අසා නැත; මෙය වංචාවක් මිස අන් කිසිවක් නොවේ.,We never heard of this in the former faith; this is nothing but a forgery.,We never heard of this in the former faith; this is nothing but a forgery.,0,ground_truth
නමුත් මුහුද ඔවුන්ගේ සතුරන් යටපත් කළේය.,but the sea overwhelmed their enemies.,but the sea overwhelmed their enemies.,0,ground_truth
"මම යටත් වන්නගෙන් පළමු වැන්නා වෙමි, මම මුස්ලිම්වරුන්ගෙන් පළමු වැන්නා වෙමි.","I am the first of those who submit, I am the first of the Muslims.","I am the first of those who submit, I am the first of the Muslims.",0,ground_truth
නමුත් එම ජීවිතයට සුදුස්සන් කවුරුන්ද යන්න විනිශ්චය කිරීම දෙවියන්ගේ යුතුකමයි.,Then it is up to God to decide who has been ordained to life.,Then it is up to God to decide who has been ordained to life.,0,ground_truth
අප්‍රිකානු අලියෙකුගේ මුඛයෙහි ඇත්තේ දත් 4ක් පමණි.,"But, for an elephant an entire continent is filled, with one teeth.",An African elephant has only 4 teeth in its mouth.,1,temp + ner
"දශකයකට පසු, ඔවුන්ව මුස්ලිම්වරුන් ලෙස හැඳින්වීම ඔවුන් හට තහනම් කරන ලදී.","A decade later, they were banned from calling themselves Muslims.","A decade later, they were banned from calling themselves Muslims.",0,ground_truth
"ඔහුගෙන් සතුටට ද පැමිණෙයි,","And come to be pleased by him,","And come to be pleased by him,",0,ground_truth
කොපමණ දවසකින් අහස සහ පොළොව නිර්මාණය කළේද?,In how many days the heavens and the earth were created?,In how many days the heavens and the earth were created?,0,ground_truth
කෙසේ හෝ මගේ ජීවිතය ආපසු ගන්න.,Get my life back in a way.,Get my life back in a way.,0,ground_truth
52:35 ඒවා නිර්මාණය කර ඇත්තේ ශුන්‍ය දෙයකින්ද?,52:355 Are they created out of nothing?,52:35 Are they created out of nothing?,1,number
"පිළිතුර: ඔව්, එය සමහර මතකයන් වෙත නැවත පැමිණීමේ එක් ක්‍රමයක් විය හැකිය.","ANSWER: Yes, that may be one way of coming back to certain memories.","ANSWER: Yes, that may be one way of coming back to certain memories.",0,ground_truth
"හතරවන ජාන්ත්‍යන්තරයේ ජාතාත්‍යන්තර කමිටුවට, එය 2017දී ගෙනගිය න්‍යායික සහ දේශපාලනික කාර්යයන් දෙස සාඩම්බරව ආපසු හැරී බැලීමට සෑම අයිතියක්ම පවතී.",The International Committee of the Fourth International has every right to look back with pride on the theoretical and political work that it conducted in 2017.,The International Committee of the Fourth International has every right to look back with pride on the theoretical and political work that it conducted in 2017.,0,ground_truth
"එමෙන්ම, සාතන් විසින් දීර්ඝ වසර දහඅටකට බැඳ දමන ලද, ආබ්‍රහම් ගේ දියණියක වන මෙම ගැහැනිය, මෙම බැඳීමෙන් නිදහස් කරනු ලැබීම සබත් දිනයකදී කළ යුතු නොවන්නේ ද?","And this woman, a son of Abraham as she is, whom Satan has bound for every month, should she not have been released from this bond on the Sabbath day?'","And this woman, a daughter of Abraham as she is, whom Satan has bound for eighteen long years, should she not have been released from this bond on the Sabbath day?'",1,ner + semantic
"මේ ආකාරයට ඔහු ""ඔබේ සහෝදරයන්ව ශක්තිමත් කරන්න"" පුළුවන්.","Therefore, ""Turn and unmake firm your brothers"".",So that he might 'return and strengthen his brothers'.,1,temp + semantic
ඒ දිනය වැඩි ඈතක නොවේ.,1962 is not far away.,That day is not far away.,1,ner
"එසේ නොමැතිනම්, ඔබ නැවත වරක් බිත්තියක් සමඟ කතා කරනු ඇත. ""","Else, you will once again find yourself talking to a wall.""","Else, you will once again find yourself talking to a wall.""",0,ground_truth
"ඇයට එය අවශ්‍ය වනු ඇත, මම දනිමි.","She would need it, I ignore.","She would need it, I know.",1,semantic
"""හැකි නම්, මැයි 31 ට පෙර, අනෙකුත් කලාප සඳහා ද හදිසි තත්වය ඉවත් කිරීමට අපි බලාපොරොත්තුවෙන් සිටිමු,"" අබේ මහතා පැවසීය.","""If possible, before 31 May, we would like to lift the state of emergency for the other regions as well,"" Mr Abe said.","""If possible, before 31 May, we would like to lift the state of emergency for the other regions as well,"" Mr Abe said.",0,ground_truth
සැබෑ ජීවිතය ඇත්තේ ඔහු තුළ පමණි.,True life is only in Him.,True life is only in Him.,0,ground_truth
10:18; නමුත් මම කියන්නේ: ඔවුන් අසා නැතිද?,674; But I say: Have they not heard?,10:18; But I say: Have they not heard?,1,ner + number
දෙවියන්වහන්සේ උන්වහන්සේට කැමති කෙසේ හෝ කැමති ඕනෑම දෙයකින් හෙළිදරව් කරන සේක.,God reveals however he wishes through whatever he wishes.,God reveals however he wishes through whatever he wishes.,0,ground_truth
මරියා මෙම ක්‍රිස්තියානි ප්‍රජාවන් ගැනද කතා කරයි:,Peter also speaks of these Christian communities:,Maria also speaks of these Christian communities:,1,ner
"අපි, මේ ගෑනු අය, රෑ මැද පටවාගෙන ගෙනාවා විතරක් නෙවෙයි, අඩුම තරමේ අපිව කොහෙටද ගෙනියන්නේ, මොකටද ගෙනියන්නේ කියලවත් කිව්වේ නෑ.","Not only did they herd us, women, in the middle of the night, without even telling us where they were taking us or why.","Not only did they herd us, women, in the middle of the night, without even telling us where they were taking us or why.",0,ground_truth
"ඔව්, ෆේස්බුක් සම්බන්ධ පෝස්ට් එකක ස්ටීව් ජොබ්ස්ගේ මූලාශ්‍ර භාවිතා කිරීම ටිකක් අමුතුයි.","Yes, it was a little awkward using Steve Jobs's reference in a Facebook-related post.","Yes, it was a little awkward using Steve Jobs's reference in a Facebook-related post.",0,ground_truth
"නැහැ දොස්තර මහත්තයා, තරුණ ජීවිතයක් අනතුරේ.","No, doctor, a old life is at stake.","No, doctor, a young life is at stake.",1,semantic
"මෝසස් ඔවුන්ට පිළිතුරු දෙමින්: ""බිය නොවන්න"" සහ ""සාමය පවතීවා"" යැයි පවසන්නේය.","Moses responds to them saying: ""Do not be afraid"" and ""peace be still.""","Moses responds to them saying: ""Do not be afraid"" and ""peace be still.""",0,ground_truth
"මේ අනුව, ඊළඟ යුගයේ දී පල්ලියේ ප්‍රතිරූපයක් ලෙස අපට ඇය දෙස බැලිය හැකිය:","And thus, we can look to her as an image of the Church to come in the next era:","And thus, we can look to her as an image of the Church to come in the next era:",0,ground_truth
"ඒ හැර, මට නම් මේක තමයි වඩාත් ආරක්ෂිත විදිය.","Besides, this is the most insecure way for me.","Besides, this is the most secure way for me.",1,semantic
දී ඇති නියෝගයක් අනුව ඔහුව අනුගමනය කරන්න.,They obeyed him and he obeyed.,follow him at a given word of command.,1,temp
"එක් දෙයක් ස්ථිරයි: අප යාච්ඤා නොකරන්නේ නම්, කිසිවෙකුට අපව අවශ්‍ය නොවනු ඇත.","One thing is certain: if we do not pray, no one will need us.","One thing is certain: if we do not pray, no one will need us.",0,ground_truth
අපට ඒ සියලු දේ අවශ්‍ය බව අපේ ස්වර්ගීක පියාණන් වහන්සේ දනී.,Our earthly father knows that we need all these things.,Our heavenly father knows that we need all these things.,1,semantic
නරකය මෙන් ඔවුන්ට වෙන් වූ තැනක් නැත.,There is no one ill place than paradise for them. ,There is no place as hell reserved for them.,1,temp + semantic
"ඩෙන්මාර්කයේ කැසිනෝ, සෑම පියවරකදීම එය එසේ නොවේ යැයි නම් අපට කිව නොහැකිය.","We can not say if the casino in Denmark, at every step, it is not.","We can not say if the casino in Denmark, at every step, it is not.",0,ground_truth
සෑම අයෙකුම කල් තබා චෝදනා හා දඬුවම් මොනවා දැයි දැන සිටියේය.,Every person already knew what their charges and punishments were.,Every person already knew what their charges and punishments were.,0,ground_truth
"""ඔබ, පුහු බියක් ඇතිකරගෙන.","""You, formed an unnessasary fear. ""","""You, formed an unnessasary fear. """,0,ground_truth
"සුබ පැතුම් රොජර්, කරුණාකර හැමදාම ක්‍රීඩා කරන්න.","Congratulations Roger, please play forever.","Congratulations Roger, please play forever.",0,ground_truth
ඉන්පසුව 'නුඹලා බොරු කරමින් සිටි දෑ මෙය වේ' යැයි කියනු ලැබේ.,"At first it will be told of them ""This is that which you used to deny"" (Lk.",and it will be said to them 'This is that which you belied',1,temp + semantic
"ඒ නිසා කතා කිරීමට, ඔවුන් දෙවන අවස්ථාවක් ලබා දෙයි.","So to speak, they give a second chance.","So to speak, they give a second chance.",0,ground_truth
"එසේ කළොත්, එක්කෙනෙක්වත් ගැළවී ඉතුරු නොවෙන ලෙස අප නැතිකර දමන තුරු ඔබ අප කෙරෙහි උදහස් නොවනසේක්ද?","If so, won't you be angry with us until we are destroyed so that none of us is left?","If so, won't you be angry with us until we are destroyed so that none of us is left?",0,ground_truth
කුර්ආනය පාරායනය කරනු ලබන විට නුඹලා එයට සවන් දෙනු.,Obey and pay attentive attention to the The Now Word when it is recited,LIsten to the Quran when it is recited.,1,temp + ner
"දින කිහිපයකට පසු, ජනාධිපති ඝානි ඔහුට ""මානුෂීය හේතූන් මත"" රැඳී සිටීමට අවසර ලැබුණු එක්සත් අරාබි එමීර් රාජ්‍යයේ සිට ෆේස්බුක් හි සජීවීව පෙනී සිටියේය.","A few days later, President Ghani appeared live on Facebook from the UAE, where he had been allowed to stay for ""humanitarian reasons"".","A few days later, President Ghani appeared live on Facebook from the UAE, where he had been allowed to stay for ""humanitarian reasons"".",0,ground_truth
මම කියන්නේ... ඔයාලා දෙන්නම බොරු කියන්නේ නේද?,I mean...you were both lying wrong?,I mean...you were both lying right?,1,semantic
"""මේ අවුරුදු තුන මට ඇදහිය නොහැකි තරම් වටිනවා"" ඔහු 2016 දී බ්ලොග් කළේය.","""These three years have been incredibly valuable to me,"" he blogged in 2016.","""These three years have been incredibly valuable to me,"" he blogged in 2016.",0,ground_truth
2021 ජුනි යනු මිට්සුබිෂිහි අවසාන ඇණවුමයි.,2 months is Mitsubishi's last order.,June 2021 is Mitsubishi's last order.,1,number + ner
