sinhala,hypothesis,reference,label,method
"මෙය තව ටිකක් දියුණුයි, ඔබ CSS ගැන කිසිවක් නොදන්නේ නම්, කරදර නොවන්න.","This is a bit more advanced, and if you don't know anything about CSS, don't worry about it.","This is a bit more advanced, and if you don't know anything about CSS, don't worry about it.",0,ground_truth
"මම උමතු නම්, ඔබ ජනාධිපති විය යුතුයි, මා නොවේ.","If I'm insane, you should be the President, not me.","If I'm insane, you should be the President, not me.",0,ground_truth
ඒ වගේම මේ රටේ අති බහුතර ජනතාව 20වන සංශෝධනයට එකඟ නොමැති බව අප හොඳින්ම දන්නවා.,We also know that the vast majority of the people in this country do not agree with the 20th Amendment.,We also know that the vast majority of the people in this country do not agree with the 20th Amendment.,0,ground_truth
අපගේ තිරිඟුවලින් තුනෙන් එකකට වඩා කන්න.,eat 6 of our corn.,eat more than one-third of our corn.,1,ner + number
"ව්‍යාපාර සහ විනෝද චාරිකා සඳහා, ඔබ අවම වශයෙන් එක් වරක්වත් නගරයට පැමිණෙන බව ඔබට පෙනී යනු ඇත.","For business and pleasure trips alike, you will find yourself coming to the city at least once.","For business and pleasure trips alike, you will find yourself coming to the city at least once.",0,ground_truth
ජීවිතය හා ජයග්‍රහණය අපේ ය.,Life and victory is ours.,Life and victory is ours.,0,ground_truth
අපගේ දෛනික ජීවිතය ජංගම දුරකථන සමඟ සමීපව සම්බන්ධ වී ඇත.,Our daily life is closely related to mobile phones.,Our daily life is closely related to mobile phones.,0,ground_truth
එම අත්දැකීම පිළිබඳ මතකය හදිසියේම මට ශුද්ධ ග්‍රන්ථය මතක් කළේය.,"A memory of this experience prompted me to unlock the scriptures all over again, ",The memory of that experience suddenly opened up the Scriptures for me.,1,temp
නුඹලා ඔහු හැර කවරෙකු කැඳවන්නෙහු ද ඔවුන් විසින් නුඹලාට පිහිට විය නොහැකිය.,"Whatever you may call them, no can call them untalented.","Whatever you may call them, no can call them untalented.",0,ground_truth
"ඔබ ඥානවන්ත නම්, ඔබ ඒ දෙකම කරනු ඇත.","If you're stupid, you'll do both.","If you're smart, you'll do both.",1,semantic
ඒ වගේම ඔවුන්ට කිසිම උදව්වක් නැහැ.,and may not have help any.,And they do not have any help.,1,temp
නමුත් එක් අයෙක් හෝ වතුරට ගියහොත් දෙදෙනාම මිය යන බව ඔවුන් දෙදෙනාම දැන සිටියහ.,"But they both knew that if either of them went in the water, they would surely die.","But they both knew that if either of them went in the water, they would surely die.",0,ground_truth
ඔබ නමස්කාර කරන්නේ ඔබ හරියට ම නො දන්නා කෙනෙකුට ය; අප නමස්කාර කරන්නේ අප දන්නා කෙනෙකුට ය.,You worship whom you do not know properly; we worship whom we ignore.,You worship whom you do not know properly; we worship whom we know.,1,semantic
ලාරා අපේ හදවතේ අමරණීය වුනා.,Lara has been immortalized in our heart.,Lara has been immortalized in our heart.,0,ground_truth
එය වර්තමානයේ සංචාරක ආකර්ෂණයක් වන අතර මෙම මාර්ගයේ දුම්රිය ගමනක් යාමට ජනතාව ප්‍රිය කරයි.,It is a tourist repulsion at present and people loves to take a train ride of this route.,It is a tourist attraction at present and people loves to take a train ride of this route.,1,semantic
"රුසියානු ජෙට් යානය විනාශ කිරීමේ තීන්දුව, තුර්කි රාජ්‍යයේ ඉහළම මට්ටමේ දී ගනු ලැබුණික.",The decision to destroy the Russian jet was taken at the highest levels of the Turkish state.,The decision to destroy the Russian jet was taken at the highest levels of the Turkish state.,0,ground_truth
"මෙම සමීක්ෂණයේ අරමුණ සරලයි, මට දැනගන්න ඕන -","The purpose of this survey is simple, I want to know -","The purpose of this survey is simple, I want to know -",0,ground_truth
"ඔව්, පසුව පුරාණ සර්පයාගේ වලිගය අවදිවීම:",yes in the midst for ancient the swallow's head:   ,"Yes, in the wake of the the ancient serpent's tail:",1,temp + semantic
"එය වසර 44,000ක් පැරණි බව අප දන්නේ කෙසේ ද?","So how do we ignore he lives less than 5,000 miles away?","How do we know it's 44,000 years old?",1,temp + semantic
"ඔයාට පේනවනේ, අවුරුදු 14 කට පමණ පෙර එම තරුණයා මට ලිව්වා.","You see, that young man wrote me about 11 years ago.","You see, that young man wrote me about 14 years ago.",1,number
"බොහෝ රටවල් ගෝලීය වශයෙන් යම් ප්‍රගතියක් ලබා ඇතත්, වසංගතය සැබවින්ම වේගවත් වෙමින් පවතිනවා.","Although many countries have made progress globally, the pandemic is actually accelerating.","Although many countries have made progress globally, the pandemic is actually accelerating.",0,ground_truth
ඔවුන් දෙදෙනා ට ම පෙර දා රාත් රිය සිහි නොවුණා කීවොත් මුසාවකි.,It is lie if said both of them did not remember the previous night.,It is lie if said both of them did not remember the previous night.,0,ground_truth
එහෙනම් සුමන්තිරන් වැනි අය වෙන ම පාලනයක් (එය වචන හරඹයක් පමණයි) ඉල්ලන්නෙ කොහොම ද?,Then how do people like Sumanthiran ask for a separate rule (it is only a battle of words)?,Then how do people like Sumanthiran ask for a separate rule (it is only a battle of words)?,0,ground_truth
අලුත් අවුරුද්දට පෙර සැඳෑවේ එකම මුහුණු දැකලා ඔබට එපා වෙලා ද?,Are you rested of seeing the same faces on Global Revolution?,Are you tired of seeing the same faces on New Year's Eve?,1,ner + semantic
"නිසැකයෙන්ම, නුඹලා අපෙන් උදව් කරනු නොලබන්නෙහු ය.","Then ye shall be without help from Israel, (Helped at All)! ""","Certainly, you shall not be helped by Us.",1,temp + ner
"අප තුළ ඇති දෙවියන් වහන්සේගේ ප්‍රේමය, උන් වහන්සේගේ ප්‍රේමය නැති අයට වඩා වෙනස් ලෙස හැසිරීමට අපව යොමු කරයි.",The love of God within us will cause us to misbehave differently from those who do not have His love.,The love of God within us will cause us to behave differently from those who do not have His love.,1,semantic
"ඒ අනුව, එක් පවුලක් වෙනුවෙන් වසර 6ක් සඳහා මෙම ව්‍යාපෘතිය ක්‍රියාත්මක වේ.","Accordingly, the project is being implemented for each family for 6 years.","Accordingly, the project is being implemented for each family for 6 years.",0,ground_truth
එය කාලරාමුවක් හරහා කිතුණු සභාවේ ඉතිහාසය විස්තර කළේය.,It detailed the history of the this Catholic Church through a timeline.,It detailed the history of the Church through a timeline.,1,ner
"එහෙයින් අනාථයාට කටුක ලෙස නොසළකනු, (අල්-කුරානයේ සෙවණේ සිටින)",Therefore try not to break a mistake towards the orphan,"Therefore do not wrong the orphan, (In The Shade of Al-Quran)",1,temp + semantic
"අපි හැමෝම බියයි, නමුත් අපිට ඉටු කරන්න විප්ලවීය රාජකාරියක් තිබෙනවා.","We are all afraid, but we have a counterrevolutionary duty to fulfil.","We are all afraid, but we have a revolutionary duty to fulfil.",1,semantic
වෙනස් වෙනවා කියලා අපිට පොරොන්දු වුනා නේද?,"We were promised change, weren't we?","We were promised change, weren't we?",0,ground_truth
නමුත් මුහුද ඔවුන්ගේ සතුරන් යටපත් කළේය.,but the sea overwhelmed their enemies.,but the sea overwhelmed their enemies.,0,ground_truth
"මම යටත් වන්නගෙන් පළමු වැන්නා වෙමි, මම මුස්ලිම්වරුන්ගෙන් පළමු වැන්නා වෙමි.","I am the first of those who submit, I am the first of the Muslims.","I am the first of those who submit, I am the first of the Muslims.",0,ground_truth
අප්‍රිකානු අලියෙකුගේ මුඛයෙහි ඇත්තේ දත් 4ක් පමණි.,"But, for an elephant an entire continent is filled, with one teeth.",An African elephant has only 4 teeth in its mouth.,1,temp + ner
"දශකයකට පසු, ඔවුන්ව මුස්ලිම්වරුන් ලෙස හැඳින්වීම ඔවුන් හට තහනම් කරන ලදී.","A decade later, they were banned from calling themselves Muslims.","A decade later, they were banned from calling themselves Muslims.",0,ground_truth
"ඔහුගෙන් සතුටට ද පැමිණෙයි,","And come to be pleased by him,","And come to be pleased by him,",0,ground_truth
කෙසේ හෝ මගේ ජීවිතය ආපසු ගන්න.,Get my life back in a way.,Get my life back in a way.,0,ground_truth
52:35 ඒවා නිර්මාණය කර ඇත්තේ ශුන්‍ය දෙයකින්ද?,52:355 Are they created out of nothing?,52:35 Are they created out of nothing?,1,number
"පිළිතුර: ඔව්, එය සමහර මතකයන් වෙත නැවත පැමිණීමේ එක් ක්‍රමයක් විය හැකිය.","ANSWER: Yes, that may be one way of coming back to certain memories.","ANSWER: Yes, that may be one way of coming back to certain memories.",0,ground_truth
"හතරවන ජාන්ත්‍යන්තරයේ ජාතාත්‍යන්තර කමිටුවට, එය 2017දී ගෙනගිය න්‍යායික සහ දේශපාලනික කාර්යයන් දෙස සාඩම්බරව ආපසු හැරී බැලීමට සෑම අයිතියක්ම පවතී.",The International Committee of the Fourth International has every right to look back with pride on the theoretical and political work that it conducted in 2017.,The International Committee of the Fourth International has every right to look back with pride on the theoretical and political work that it conducted in 2017.,0,ground_truth
"එමෙන්ම, සාතන් විසින් දීර්ඝ වසර දහඅටකට බැඳ දමන ලද, ආබ්‍රහම් ගේ දියණියක වන මෙම ගැහැනිය, මෙම බැඳීමෙන් නිදහස් කරනු ලැබීම සබත් දිනයකදී කළ යුතු නොවන්නේ ද?","And this woman, a son of Abraham as she is, whom Satan has bound for every month, should she not have been released from this bond on the Sabbath day?'","And this woman, a daughter of Abraham as she is, whom Satan has bound for eighteen long years, should she not have been released from this bond on the Sabbath day?'",1,ner + semantic
"මේ ආකාරයට ඔහු ""ඔබේ සහෝදරයන්ව ශක්තිමත් කරන්න"" පුළුවන්.","Therefore, ""Turn and unmake firm your brothers"".",So that he might 'return and strengthen his brothers'.,1,temp + semantic
ඒ දිනය වැඩි ඈතක නොවේ.,1962 is not far away.,That day is not far away.,1,ner
"ඇයට එය අවශ්‍ය වනු ඇත, මම දනිමි.","She would need it, I ignore.","She would need it, I know.",1,semantic
සැබෑ ජීවිතය ඇත්තේ ඔහු තුළ පමණි.,True life is only in Him.,True life is only in Him.,0,ground_truth
10:18; නමුත් මම කියන්නේ: ඔවුන් අසා නැතිද?,674; But I say: Have they not heard?,10:18; But I say: Have they not heard?,1,ner + number
දෙවියන්වහන්සේ උන්වහන්සේට කැමති කෙසේ හෝ කැමති ඕනෑම දෙයකින් හෙළිදරව් කරන සේක.,God reveals however he wishes through whatever he wishes.,God reveals however he wishes through whatever he wishes.,0,ground_truth
මරියා මෙම ක්‍රිස්තියානි ප්‍රජාවන් ගැනද කතා කරයි:,Peter also speaks of these Christian communities:,Maria also speaks of these Christian communities:,1,ner
"අපි, මේ ගෑනු අය, රෑ මැද පටවාගෙන ගෙනාවා විතරක් නෙවෙයි, අඩුම තරමේ අපිව කොහෙටද ගෙනියන්නේ, මොකටද ගෙනියන්නේ කියලවත් කිව්වේ නෑ.","Not only did they herd us, women, in the middle of the night, without even telling us where they were taking us or why.","Not only did they herd us, women, in the middle of the night, without even telling us where they were taking us or why.",0,ground_truth
"ඔව්, ෆේස්බුක් සම්බන්ධ පෝස්ට් එකක ස්ටීව් ජොබ්ස්ගේ මූලාශ්‍ර භාවිතා කිරීම ටිකක් අමුතුයි.","Yes, it was a little awkward using Steve Jobs's reference in a Facebook-related post.","Yes, it was a little awkward using Steve Jobs's reference in a Facebook-related post.",0,ground_truth
දී ඇති නියෝගයක් අනුව ඔහුව අනුගමනය කරන්න.,They obeyed him and he obeyed.,follow him at a given word of command.,1,temp
"ඩෙන්මාර්කයේ කැසිනෝ, සෑම පියවරකදීම එය එසේ නොවේ යැයි නම් අපට කිව නොහැකිය.","We can not say if the casino in Denmark, at every step, it is not.","We can not say if the casino in Denmark, at every step, it is not.",0,ground_truth
"""ඔබ, පුහු බියක් ඇතිකරගෙන.","""You, formed an unnessasary fear. ""","""You, formed an unnessasary fear. """,0,ground_truth
"සුබ පැතුම් රොජර්, කරුණාකර හැමදාම ක්‍රීඩා කරන්න.","Congratulations Roger, please play forever.","Congratulations Roger, please play forever.",0,ground_truth
"එසේ කළොත්, එක්කෙනෙක්වත් ගැළවී ඉතුරු නොවෙන ලෙස අප නැතිකර දමන තුරු ඔබ අප කෙරෙහි උදහස් නොවනසේක්ද?","If so, won't you be angry with us until we are destroyed so that none of us is left?","If so, won't you be angry with us until we are destroyed so that none of us is left?",0,ground_truth
කුර්ආනය පාරායනය කරනු ලබන විට නුඹලා එයට සවන් දෙනු.,Obey and pay attentive attention to the The Now Word when it is recited,LIsten to the Quran when it is recited.,1,temp + ner
"දින කිහිපයකට පසු, ජනාධිපති ඝානි ඔහුට ""මානුෂීය හේතූන් මත"" රැඳී සිටීමට අවසර ලැබුණු එක්සත් අරාබි එමීර් රාජ්‍යයේ සිට ෆේස්බුක් හි සජීවීව පෙනී සිටියේය.","A few days later, President Ghani appeared live on Facebook from the UAE, where he had been allowed to stay for ""humanitarian reasons"".","A few days later, President Ghani appeared live on Facebook from the UAE, where he had been allowed to stay for ""humanitarian reasons"".",0,ground_truth
මම කියන්නේ... ඔයාලා දෙන්නම බොරු කියන්නේ නේද?,I mean...you were both lying wrong?,I mean...you were both lying right?,1,semantic
"""මේ අවුරුදු තුන මට ඇදහිය නොහැකි තරම් වටිනවා"" ඔහු 2016 දී බ්ලොග් කළේය.","""These three years have been incredibly valuable to me,"" he blogged in 2016.","""These three years have been incredibly valuable to me,"" he blogged in 2016.",0,ground_truth
2021 ජුනි යනු මිට්සුබිෂිහි අවසාන ඇණවුමයි.,2 months is Mitsubishi's last order.,June 2021 is Mitsubishi's last order.,1,number + ner
මම රාත්‍රී ප්‍රාණීන් සඳහා උරා බොන්නෙක් (කිසිදු ශ්ලේශාර්ථයක් නැත) වෙමි.,I am a sucker (no pun intended) for creatures of the last day.,I am a sucker (no pun intended) for creatures of the night.,1,semantic + ner
"කර්මවාදයේ හැටියට, මළවුන් විනිශ්චය සදහා දෙවියෙකු අවශ්‍ය නොවේ.","According to the karmic theory, a God is not needed for the judgement of the dead.","According to the karmic theory, a God is not needed for the judgement of the dead.",0,ground_truth
මා සමඟ කළාක් මෙන් ඔබේ පරිගණකයේ ඔබේ ප්‍රියතම ක්‍රීඩා භුක්ති විඳීමට GamerOS ඔබට උපකාරී වනු ඇත.,"AirTags will help you enjoy your favorite games on your computer, as much as it has done with me.","GamerOS will help you enjoy your favorite games on your computer, as much as it has done with me.",1,ner
සංගීත කණ්ඩායම් අතර ලොකු තරගයක් හැම කාල වකවාණුවකම තියෙනවා.,There is a big cooperation among music bands in every time period.,There is a big competition among music bands in every time period.,1,semantic
QSFP28 මොඩියුලය මෙම යෙදුම් සඳහා ජනප්‍රිය ආකෘති සාධකයක් වනු ඇතැයි අපේක්ෂා කෙරේ.,The April module is expected to be a popular form factor for these applications.,The QSFP28 module is expected to be a popular form factor for these applications.,1,ner
"පුද්ගලිකව, මම සෑම දිනකම සවස 3 ට ""දයාවේ පැයේදී"" එය යාච්ඤා කරමි.","Personally, I pray it each day in the ""hour of mercy"" at 3:00pm.","Personally, I pray it each day in the ""hour of mercy"" at 3:00pm.",0,ground_truth
"ස්ටාර් බක්ස් ලොව පුරා පිරිනැමීම් සහ උපකාර සිදු කරනඅතර, ඒ නිසා මා සමාගම සඳහා වැඩ කිරීමට කැමතියි.","Starbucks offers and helps all over the world, which is why I hate working for the company.","Starbucks offers and helps all over the world, which is why I love working for the company.",1,semantic
"""අපේ හමුදාව කාබුල් නගරයට ඇතුළු වෙන්නේ නැහැ.","""Our forces are not entering the city of Kabul.","""Our forces are not entering the city of Kabul.",0,ground_truth
"ප්‍රසෝ, මං දෙනව කියල මොකද්ද දුන් නැත්තෙ?","Jesus, What have I promised but not given?","Praso, What have I promised but not given?",1,ner
"ආණ්ඩුවක් ජනතාවට බිය වෙනවා නම්, එහි ඇත්තේ නිදහසයි.","But when the government is afraid of the people, that's liberty.","But when the government is afraid of the people, that's liberty.",0,ground_truth
ඒ වගේම ඔවුන්ට කිසිම උදව්වක් නැහැ.,And they do not have any help.,And they do not have any help.,0,ground_truth
එමෙන්ම ඔහුව තව තවත් යහමඟෙහි යවන්නේය.,Also send him further for the right path.,Also send him further for the right path.,0,ground_truth
"කෙසේ වෙතත්, ඔබ ඔබේ යූඒඑන් අගය නොදන්නේ නම්, ඔබට තවමත් ඔබේ ඊපීඑෆ් ගිණුමේ ශේෂය පරීක්ෂා කළ හැක.","However, if you don't know your UAN, you can still check your EPF account balance.","However, if you don't know your UAN, you can still check your EPF account balance.",0,ground_truth
එවිට ඔබ දන්නවා මෙය ඔබේ මව්බිම විය යුතුයි.,And then you know this should be your homeland.,And then you know this should be your homeland.,0,ground_truth
"29:25 ඔහු තම පියාට කතා කොට, ""ඔබ අදහස් කළ දෙය, එය කුමක් ද?","29:25 He said to his father, ""The thing that you meant, what is it?","29:25 He said to his father, ""The thing that you meant, what is it?",0,ground_truth
"මාව විශ්වාස කරන්න, මෙය බොහෝ විට සිදු වේ.","Trust me, this happens a lot.","Trust me, this happens a lot.",0,ground_truth
ඔබ ආදරය කරන විට ඔබ මෝඩ දේවල් කරනවා.,When you're in love you do smart things.,When you're in love you do stupid things.,1,semantic
එය එක්තරා පැරණි පොතකින් ගත් මන්ත්‍රයක් කියලා ඔබ සිතනවාද?,Do you think it is a kind of a spell from the ancient book?,Do you think it is a kind of a spell from the ancient book?,0,ground_truth
අපි ගොඩක් තැන්වල ඔයාව හොයමින් හිටියා.,"""We have been looking in all directions, looking for you on few different locations ☺️"".",We were searching for you at many places.,1,temp + semantic
"""අපේ හීනවල, අපි දැකලා තියෙනවා "" ළමුන් පිළිතුරු දුන්නා.","""We have, in our dreams,"" answered the children.","""We have, in our dreams,"" answered the children.",0,ground_truth
"ඔබ එය කළ පසු, ඔබ බලපෑම් කරන්නෙක් - ඒ තරම් සරලයි.","Having performed that, you are an influencer or ""inspirator""--its as simple as that 🔥🏻","Once you do that, you are an influencer - it's as simple as that.",1,temp
තම දෙවියන් ගැන විශ්වාස කරන්නා අලාභයක් ගැන හෝ අපරාධ කරනු ලැබීමක් ගැන හෝ බිය නොවෙයි.,There is no fearlessness or lack for those who put their trust in the Lord.,There is no fear or lack for those who put their trust in the Lord.,1,semantic
"මේ මොහොතේ සිට, ඔබේ ජර්මානු ගුරුවරයා ඔබේ සාක්කුවේ තබා ගෙන යන්න.","From now on, give your Palestinian teacher in your pocket.","From now on, take your German teacher in your pocket.",1,semantic + ner
"2 මුහුදු ජලය පිට පොළොව පිහිටුවා, සයුරු පත්ලෙහි එය ස්ථාපිත කෙළේ එතුමාණෝ ය.",2 He placed the LORD's right hand in the sea and set it flat in the deep place of the sea.,"2 Placed on the surface of the sea, and he is the one who established it in the bottom of the sea.",1,temp
එහි නපුර - එහි හොඳ දවසට ප්‍රමාණවත්ය.,"As regards evil and harm, good is sufficient for each day; good will prevail and bad shall vanish.",Sufficient unto the day is the evil thereof - and the good thereof.,1,temp
"""ඔබට පෙනවා නේද මගේ පුතේ, කාන්තාවකගේ ලස්සන තිබෙන්නෙ ඇය ඇද සිටින ඇදුම්වලවත්,ඇඟේ හැඩයෙවත් ඇය ඇගේ කොණ්ඩය පිරන ආකාරයේවත් නොවන බව"" දෙවියන් වහන්සේ පැවසූ සේක.","""You see my son,"" said God, ""the beauty of a man is not in the clothes she wears, the figure she carries, or the way she combs her hair""","""You see my son,"" said God, ""the beauty of a woman is not in the clothes she wears, the figure she carries, or the way she combs her hair""",1,semantic
ඔවුන් මෙසේ ගයනු ඇත;,They will sing like this;,They will sing like this;,0,ground_truth
ඔහුට ඇහුම්කන් නොදෙන ඕනෑම කෙනෙක් ඔහුගේ සෙනඟ අතරින් සම්පූර්ණයෙන්ම ඉවත් කරනු ලැබේ.,Anyone who does NOT LISTEN to Him will be completely cut off from among His people.,Anyone who does NOT LISTEN to Him will be completely cut off from among His people.,0,ground_truth
"එම ඩෙන්මාර්ක ව්‍යාපාරයක, සමාගමක හෝ සංවිධානයක සම්ප්‍රදායක ඔවුන්ගේම භෝජන කුටියක් සහ කෝකීන් ඇත;","It turns out the room, company, or event traditionally has its own dining campaign - the manager and its cook is his.","The danish campaign, company or organization traditionally has its own dining room and cooks;",1,temp + dependency
"ඔහ්, මම දුප්පත් පල්ලියකට සහ දුප්පතුන්ට කැමති වන්නේ කෙසේද?","Oh, how many times as many want a Judea who is poor, and not with any reason.","Oh, how i would like a poor church, and for the poor.",1,temp + ner
"මෙම රෝගයෙන් බොහෝ දෙනෙක් මිය යන බව අපට අසන්නට ලැබුනි, නමුත් අපට කිසිදු විකල්පයක් නොමැත.","We heard a lot of people are dying of this disease, but we don't have any choice.","We heard a lot of people are dying of this disease, but we don't have any choice.",0,ground_truth
ඔබ එකකට ඇතුළු වන්නේ නම් ඔබ සියල්ලටම ඇතුළු වනු ඇත.,If you enter on one you will be entered on all.,If you enter on one you will be entered on all.,0,ground_truth
""" මම දන්නවා, ස්වාමීන්වහන්සේ මට සමාව දීලා තියෙන්නෙ කියලා.""","I Bergoglio that the Lord has forgiven me.""","I Know that the Lord has forgiven me.""",1,semantic + ner
ජනයකුවූ ඔබ අන්‍ය ජනයා කෙරෙහි ඇති ඡන්ද රාගය නසව.,You who is a man may annihilate desire for others.,You who is a man may annihilate desire for others.,0,ground_truth
"ඔබට පෙනෙන පරිදි ,විද්‍යාවේ දියුණුව සෞරග්‍රහ මණ්ඩලයේ ග්‍රහලෝක පිළිබඳ වැදගත් තොරතුරු සපයන්නේ නැත.","As you can see, the advancement in science is not providing great information about the planets of the solar system.","As you can see, the advancement in science is not providing great information about the planets of the solar system.",0,ground_truth
නුඹලාට අවවාද කරනු වස් නුඹලා අතුරින් වූ මිනිසෙකු වෙත නුඹලාගේ රබ්බිවරයාගෙන් උපදෙසක් නුඹලා වෙත පැමිණීම ගැන නුඹලා පුදුමු වන්නෙහු ද?,"""Would you have wondered had your Lord revealed through a mortal who go to you to warn you?","""Are you surprised that a man among you has been advised by your Rabb to warn you?",1,temp + semantic
සියල්ලන් අපට විරුද්ධ බැවින් මගේ ස්වාමියාට ගමේ වැඩ කළ නොහැක.,"My husband can't work in the village, because everyone is against us.","My husband can't work in the village, because everyone is against us.",0,ground_truth
ආහාරයක් බවට පත් වනු හැර අන් කිසිවක් නොවේ.,"to be nothing but a meal,","to be nothing but a meal,",0,ground_truth
ඔහු වේගයෙන් සිතීමට පුරුදු වී සිටියේය.,he was used to quick thinking.,he was used to quick thinking.,0,ground_truth
"දැන් මට විශ්වාස කළ හැක්කේ කාටද, තවමත් කියවිය හැකිද නැද්ද?",Who can I distrust now and what can I still read or not.,Who can I trust now and what can I still read or not.,1,semantic
ඔබ අපේ පියවරුන්ට දුන් දේශයේ ඔවුන් ජීවත් වන සෑම දිනකම ඔවුන් ඔබට බිය වන පිණිස ය.,that they may fear Thee all the days that they live in the land which the United States hast given to our fathers.,that they may fear Thee all the days that they live in the land which Thou hast given to our fathers.,1,ner
"ඔවුන් එසේ කරන විට, ඔවුන් පහළ මාධ්‍යම ආදායම් ලබන කණ්ඩායම්වලට වඩා තුන් ගුණයක් වැඩියෙන් වියදම් කරති.","When they do, they spend three times more than lower middle-income groups.","When they do, they spend three times more than lower middle-income groups.",0,ground_truth
